Taxon,Replicate,n,span_min,dt_median,r,K,O2_0,sigma,acf_lag1,rho_ar1,durbin_watson,ljung_box_p,ljung_box_stat,n_eff,vif_analytic,L_nw_rule,L_nw_matched,se_r_naive,se_K_naive,se_r_nw_rule,se_K_nw_rule,se_r_nw_matched,se_K_nw_matched,se_r_gls,se_K_gls,rho_gls,r_gls,K_gls,vcov_corr_rK,ratio_r_gls,ratio_K_gls,ratio_r_nw_matched,ratio_K_nw_matched,ratio_r_nw_rule,rel_se_r_naive,rel_se_r_gls,rel_se_K_naive,rel_se_K_gls
Chryseobacterium,R1,130,129.03,1,0.015460105223637544,8.384499691769018e-4,1.0011949766639616,8.629491238345114e-4,-0.003598500122190813,-0.003606808871905055,1.9897944908488687,0.10037713548165805,15.974068289877719,130.94116490863772,0.9963996722658345,4,1,5.072602295587961e-5,3.5097523811931364e-6,4.008132729246516e-5,2.754511615484354e-6,4.721751974890888e-5,3.330543880118124e-6,5.055034852641435e-5,3.4975372472863464e-6,-0.003611144816533811,0.015460041193987634,8.384544076764116e-4,-0.9825787785452288,0.9965367986838223,0.9965196593434213,0.9308342542441708,0.9489398448633317,0.7901531592044388,0.0032810917016478426,0.003269728620548196,0.004186000966329126,0.004171432256977533
Chryseobacterium,R2,123,122.03,1,0.016811791135711532,7.875711371962443e-4,1.0013408251418454,8.146955097550817e-4,-0.04058157164042081,-0.040584579418917716,2.0357291927016083,0.47243205947998546,9.64211929179607,133.40613515572528,0.9602065284442814,4,1,5.676528811870866e-5,3.5068631245008653e-6,5.2587372745242e-5,3.4573736989461767e-6,5.020917306609429e-5,3.2655718524179566e-6,5.458860157224498e-5,3.3717611000831727e-6,-0.04066717457248948,0.016810903715146513,7.876309758711151e-4,-0.9829120705827388,0.9616546199516903,0.9614749650552952,0.8845048572834846,0.9311945566403446,0.9264001732056794,0.0033765163783249777,0.003247042574558764,0.0044527572924844714,0.004281214662191218
Chryseobacterium,R3,119,118.03,1,0.01668582715915156,9.312067517155902e-4,1.0010656162587568,8.637057928934123e-4,0.07426948670251476,0.07521394790010477,1.834200771582605,0.2740621115721038,12.166588233644307,102.35129521414275,1.0782682297160262,4,2,5.7802172459605665e-5,4.055537214222673e-6,4.6912479270486065e-5,3.392893549140147e-6,5.25400576854685e-5,3.847851518126633e-6,6.211429455939595e-5,4.3602629102816375e-6,0.07531713857110227,0.016686698123170127,9.311680063504692e-4,-0.9824166971526794,1.0746013846244924,1.075138182677821,0.9089633736895524,0.9487895967597852,0.8116040846608364,0.0034641478608330965,0.0037225780877952193,0.004355141548051531,0.004682378969276795
Chryseobacterium,R4,140,139.03,1,0.01577081633140894,6.788354020645641e-4,1.0010184940281743,6.827873133450511e-4,-0.016439472228017046,-0.016441212242515574,2.0297494180415017,0.26436377159699254,12.317586108095057,144.68049239679962,0.9836917493035812,4,1,3.697256907335096e-5,2.2689728884404966e-6,3.841291720980274e-5,2.2442985678942926e-6,3.5097955434193146e-5,2.074534330577747e-6,3.6391299060253156e-5,2.233101330603495e-6,-0.016443685341675195,0.015770742038505158,6.788401484020408e-4,-0.983750305350091,0.9842783439813283,0.9841903982106825,0.9492971766327973,0.9143054732591402,1.0389572099681317,0.002344366220264509,0.0023075089009677164,0.0033424492616911197,0.0032896064698627854
Chryseobacterium,R5,117,116.03,1,0.0154155460716585,0.00107848665072903,1.0008024616333793,7.914587638023905e-4,-0.004555149643476778,-0.004555290529521457,2.0076352262991684,0.524949502954828,9.075544188837709,118.07081586125967,0.995455037704452,4,1,5.260906473900095e-5,4.135648574848946e-6,4.2543047665623384e-5,3.27430633097864e-6,5.1324896629406354e-5,4.049522827015654e-6,5.238035481553819e-5,4.117547370572626e-6,-0.004555593880260922,0.015415559085303017,0.0010784854281673424,-0.9812857889983982,0.9956526517892418,0.9956231280417774,0.9755903642088015,0.9791747905377968,0.8086638277392665,0.003412727936749693,0.0033978916200600594,0.003834677575335171,0.0038178936825868613
Flavobacterium_A,R1,125,124.03000000000002,1,0.01802196080469134,0.0011986181924599,1.000856375111851,0.001482505695281217,-0.08334349441195323,-0.08393154036312057,2.159460274193424,0.36538586528094863,10.89969612871596,147.90536790132208,0.9193122315252704,4,1,5.8966534244105956e-5,5.72254379365684e-6,6.592339329114429e-5,6.182803510770454e-6,5.8686591360067455e-5,5.530610785177309e-6,5.4381294935143365e-5,5.274459127090132e-6,-0.08400903979574728,0.018023158089580535,0.0011985186840794129,-0.9839910301137392,0.9222399727618228,0.921698342079376,0.9952525125034547,0.9664601940325421,1.1179797852496938,0.00327192667230506,0.0030175015651452996,0.004774284112868818,0.004400449751447094
Flavobacterium_A,R2,104,103.01000000000002,1,0.015677207272735715,0.002138366507541303,1.0031565812533862,0.0015443064444123523,-0.008767200360054085,-0.008887469903159086,1.9997517218981438,0.7923478546094941,6.267074532072879,105.8651703855227,0.9911516749786204,4,1,7.631732741940089e-5,1.0395762577067296e-5,6.193478359507548e-5,8.694629699009587e-6,5.9397219445124575e-5,8.352942223802867e-6,7.56730931596077e-5,1.0307540457899733e-5,-0.008909734834177422,0.01567691579860054,0.002138402230364386,-0.9801368934786866,0.9915584798160869,0.9915136462079099,0.7782927082693544,0.8034949011079935,0.8115428787844428,0.004868043529163808,0.004826949841456204,0.004861543865565104,0.004820287084346153
Flavobacterium_A,R3,108,107.01000000000002,1,0.02416130472305527,0.00128073842831951,1.000674350624929,0.00147686058357801,0.06897820944146042,0.0690283158508122,1.851421120534499,0.4753139184157331,9.61038566069871,94.0526461248046,1.0715843649867924,4,2,6.524500768710387e-5,6.003197778607258e-6,6.128085770867188e-5,5.897189415379778e-6,5.9395485946690415e-5,5.621014903034542e-6,6.966259258184198e-5,6.413782728614874e-6,0.06906095565785965,0.024160897752367426,0.00128078859174213,-0.9858476584864743,1.0677076308416356,1.0683943733239574,0.9103452977051353,0.9363367842161311,0.9392420950052929,0.0027003925671632125,0.002883229750228196,0.004687294178003395,0.005007878725892971
Flavobacterium_A,R4,81,80.01000000000002,1,0.02351547306940147,0.00150600350882712,1.00043565162336,0.0012309994553049927,0.08907782430277975,0.08916263418079663,1.8148439772249982,0.6461415136936874,7.822791779760982,67.73811762909656,1.0935180284499217,3,2,1.3981079643194538e-4,1.0687421705793532e-5,1.1935585330233421e-4,9.80058283626381e-6,1.2306925009555544e-4,1.0043438502315581e-5,1.5194135559192475e-4,1.1625867752491512e-5,0.08920642526139445,0.023514722338824973,0.00150609298211554,-0.9818197744251937,1.086764108849663,1.0878084604998097,0.8802556972448183,0.9397438202397446,0.8536955396032819,0.005945480918853738,0.006461335272460757,0.00709654502340232,0.007719681716774864
Flavobacterium_A,R5,111,110.03,1,0.02134249518277886,0.001493955259249436,1.0004468166612643,0.0013718921567689802,-0.06226366930902636,-0.06231374618078759,2.109248015831995,0.04605427456549405,18.571563223957977,125.75296411330565,0.9395120920957424,4,1,5.534842736109011e-5,5.995422383878865e-6,4.167422681947248e-5,4.777105197433443e-6,5.0601306562478825e-5,5.518851211724798e-6,5.214215233831002e-5,5.6453769867113556e-6,-0.06234790806198872,0.021342898280609455,0.0014938994993166303,-0.9845934489584482,0.9420710727359509,0.9416145561138863,0.9142320563574222,0.9205108261537132,0.7529432868542426,0.002593343790736823,0.002443114166912556,0.004013120437683635,0.003778812619561041
Flavobacterium_B,R1,133,132.02,1,0.0161003393333728,0.001624196403948924,1.0028370474621637,0.0014477628850751844,-0.018004924464693612,-0.01800550656786687,2.0343406289255634,0.0375333901782412,19.221873280728868,137.87728269260768,0.9821537126034858,4,1,3.865243120702445e-5,5.360277349075524e-6,4.022791052862968e-5,5.914152141865519e-6,3.73686871086158e-5,5.457916018359941e-6,3.7988718120393e-5,5.2676830321494995e-6,-0.01800657864764868,0.01610030171571692,0.0016242025974898696,-0.9833656148021592,0.9828286846155533,0.9827258347104009,0.9667874941285621,1.0182152271097047,1.0407601610663733,0.002400721525595777,0.002359497979129542,0.003300264263634023,0.0032432549532446517
Flavobacterium_B,R2,106,105,1,0.0148048700585227,0.0021043742219340484,1.0018276713739969,0.0013869909177020205,0.11713609183777729,0.11985486650643387,1.7418788915395225,0.7697228343166951,6.5213956070188335,83.3102457654784,1.127986039939278,4,2,6.859744393974353e-5,9.31890179919523e-6,6.626498438009496e-5,8.8437106197954e-6,6.573624095763145e-5,8.670220256485497e-6,7.690849176489125e-5,1.0455828112041626e-5,0.12017177193421948,0.014807985268209388,0.0021040551388350572,-0.9797314395937881,1.121156815003897,1.1220021776540858,0.9582899475871814,0.9303907738607405,0.9659978648519699,0.004633437758560679,0.005194810319906687,0.004428348200649687,0.004968616324539502
Flavobacterium_B,R3,129,128,1,0.0141867680204075,0.0017838885995339212,1.0020672242297053,0.0012240903523556865,-0.10402577756874741,-0.10425444049734568,2.1993630017848482,0.7655871210367065,6.5670562651328686,159.02822103103657,0.9006535284631365,4,1,3.8000824389775603e-5,5.4627267745391764e-6,3.832291419151173e-5,5.157430555481792e-6,3.9075196542654006e-5,5.439348799031382e-6,3.435174207100749e-5,4.935127351443799e-6,-0.10432228695306156,0.014187754708603872,0.001783750096932208,-0.9814776584778312,0.9039736011687703,0.9034183028237057,1.0282723380382104,0.9957204567475798,1.0084758635347602,0.0026786104019683597,0.0024213930911954657,0.003062257797917667,0.002766499742603437
Flavobacterium_B,R4,117,116,1,0.014978991022919486,0.0018835508509303807,1.0023232821868335,0.0012122904410913425,0.10835801589108172,0.11356280559294166,1.7369829278885607,0.497693005715235,9.36668468107284,93.13632892973774,1.1208135508223753,4,2,4.74547984712214e-5,6.483123465205093e-6,5.3693822364886457e-5,7.445655164969153e-6,5.136220058632776e-5,6.971335481338836e-6,5.2943309772437476e-5,7.237369072590319e-6,0.11424280136697203,0.014982741804208515,0.0018831220241666445,-0.9809622242823712,1.115657667465273,1.1163398493694068,1.0823394522995597,1.0753050622518567,1.1314729825994028,0.0031680904540639884,0.003534504406300027,0.003441968907822558,0.003842407052092816
Flavobacterium_B,R5,95,94,1,0.007972481348553922,0.001588747927507833,1.0021193062537546,6.870087104771231e-4,-0.04412226984578616,-0.04417125127233693,2.0808637387292883,0.23372385996579093,12.823230233080027,103.78037802578716,0.9567625739070916,3,1,9.021139327696749e-5,7.618271669890883e-6,7.970033147543599e-5,6.478517842542555e-6,8.398985728203919e-5,6.937330679981287e-6,8.650038823582957e-5,7.303771322676698e-6,-0.04420580040299366,0.007971534789617806,0.001588829772341644,-0.9737597255394987,0.958863233275376,0.9587176250937387,0.9310338110417283,0.9106173920522121,0.8834840986297553,0.01131534704603986,0.010849870254198755,0.004795141845969975,0.004597187002555941
Herbaspirillum,R1,113,112,1,0.01838774087987666,0.0010426551598049138,1.0009903114353307,9.526459848167517e-4,0.013069013207287669,0.013108043343274183,1.9706800394251305,0.9146946628294635,4.626467607495673,110.07591128602243,1.0131950910782868,4,1,6.174334180001114e-5,4.639420949544786e-6,4.8057470661512616e-5,3.7340002537509634e-6,5.429221884493586e-5,4.0570279306286795e-6,6.252042333161188e-5,4.698286957417062e-6,0.013113859496529873,0.01838759584578117,0.001042664598344981,-0.9829562432488723,1.0125856733527274,1.0126882230589684,0.8793210289911141,0.8744685974284678,0.778342559059606,0.00335785359405311,0.003400114442554144,0.0044496216279338655,0.004506079419677102
Herbaspirillum,R2,119,118,1,0.022541984305366695,8.54084712343128e-4,1.0006729992155412,0.0010603850485232664,0.014027609053843638,0.014049657145814257,1.970083307256182,0.5131491102547938,9.200905392000495,115.7025102004221,1.014149755049019,4,1,5.2881058055306036e-5,3.5965084559257385e-6,4.5986940365733615e-5,3.1604185982768825e-6,4.975401557287112e-5,3.460962076195572e-6,5.359546427474938e-5,3.645501300078179e-6,0.014052422593141017,0.022541917756589522,8.540881555484616e-4,-0.9862236500139526,1.013509680889822,1.0136223353157194,0.9408664917565667,0.9623116749505106,0.8696297324013041,0.0023458918850687138,0.0023775841358380156,0.004210950511055212,0.004268313490914706
Herbaspirillum,R3,115,114,1,0.02231892948367655,7.838853468847181e-4,1.001062751357822,8.325269767318652e-4,0.061264720081942094,0.06140754129002872,1.8751368002876743,0.12218432252041334,15.279935567643152,101.6933916075811,1.0634144424100989,4,2,5.2567066289979575e-5,3.1431104246908487e-6,4.704072449369083e-5,2.9295717059600064e-6,4.792347284185446e-5,2.94138217180878e-6,5.573478734723753e-5,3.3340925506104633e-6,0.06142825678050114,0.022319425196814468,7.838602494563547e-4,-0.9856405078439393,1.0602605639010483,1.0607621432639929,0.9116634467955788,0.9358189100524807,0.8948706445628262,0.0023552682635798313,0.002497198057281395,0.00400965579619782,0.004253291076125691
Herbaspirillum,R4,123,122,1,0.02169290408519785,8.99942686361268e-4,1.0008897917035782,0.0012503182129101956,-0.033336950459032615,-0.03368285801140502,2.0523044922800393,0.5402859521216421,8.913983003178172,131.57480708016192,0.9668657691327818,4,1,5.4894935830744176e-5,4.0627406280807354e-6,5.3601932742513933e-5,4.124929302877458e-6,5.38498636611715e-5,4.115988163458861e-6,5.3148883007311455e-5,3.932644039259283e-6,-0.03372461621517915,0.021692559648887756,8.999605610719782e-4,-0.986159071228266,0.9681928251302402,0.9679781209949131,0.9809623209544336,1.0131063093248165,0.9764458584628477,0.002530548036129553,0.002450058452228053,0.004514443741420453,0.004369882770157415
Herbaspirillum,R5,125,124,1,0.01984617204888009,9.225470256429326e-4,1.0008987626805868,0.001019432096562525,0.03722809430604847,0.03724508750791787,1.9247697223795837,0.596010886336334,8.33643341809317,116.02307449886247,1.037965268268853,4,1,4.651810486332857e-5,3.5367262151258317e-6,3.956335055657698e-5,3.1220033985166255e-6,4.0652335100451785e-5,3.1323791759153023e-6,4.82059070191191e-5,3.666074500115633e-6,0.03724848836500985,0.01984600828256983,9.225585095968593e-4,-0.9852128880418498,1.0362826938188763,1.0365728860878758,0.8739035096096333,0.8856719421816643,0.8504936018527659,0.002343933366533198,0.00242897758320297,0.00383365413016323,0.003973861925966005
Pseudomonas,R1,121,120.01000000000002,1,0.02476961577599536,7.058706372483028e-4,1.0018222387396714,0.0013810131626474347,-0.12672634139698782,-0.12905591517431483,2.2327245703946383,0.6539681837718521,7.7425470022587985,156.85939903183913,0.8782889357630659,4,1,6.694983008336729e-5,3.913136846441259e-6,5.590646606726051e-5,3.404665456244367e-6,6.217871542510841e-5,3.76443253802275e-6,5.9091806528496055e-5,3.450268389667849e-6,-0.12937308376635034,0.024772111819959742,7.057557411207545e-4,-0.9876885477170092,0.8826281777700367,0.8817142167684836,0.9287359706168367,0.9619986945885254,0.835050156178808,0.002702901437342822,0.0023856569703339077,0.00554370254257331,0.004887961345322478
Pseudomonas,R2,119,118.01000000000002,1,0.02125353060972634,0.00104179913355233,1.000660928089658,0.0013475521630842342,0.0020339896453498564,0.002062307724523233,1.977181295272787,0.9646769527283986,3.5697458612482507,118.51018091923734,1.00206443867351,4,1,5.996923585549663e-5,4.918804878163449e-6,5.6130048902044204e-5,4.380196397290395e-6,6.309504022004315e-5,4.862269220557304e-6,6.008773006296055e-5,4.9285929949902115e-6,0.0020657595590957943,0.021253558028900464,0.0010417975650883428,-0.9854576140576042,1.0019759165807856,1.001989938017305,1.0521234649725826,0.9885062207169206,0.9359807258057544,0.0028216128866632947,0.0028271881583506113,0.004721452264402729,0.004730847661760554
Pseudomonas,R3,112,111.03,1,0.02530935956809623,0.00105711326126181,1.0007266278238829,0.001556195139024619,0.05067259374259939,0.05077999262028734,1.8960282936080732,0.3851831087717186,10.65300498695702,101.17497627778418,1.0521373930013647,4,2,6.702335039835187e-5,5.367310973886135e-6,7.417352647728575e-5,5.731175744471176e-6,7.248604253985437e-5,5.689494949325187e-6,7.033897112356213e-5,5.635203413580227e-6,0.05079478386516276,0.025309722238077988,0.0010570912686380745,-0.9869381439774234,1.049469635664346,1.0499118536260492,1.0815043131839144,1.0600270744524756,1.1066818658935575,0.002648164613490983,0.0027791683520995954,0.005077328201785598,0.005330747063804532
Pseudomonas,R4,120,119.03,1,0.01897503526471538,0.00161190660070288,1.00077782152795,0.0014824755375698803,-0.033549028424233136,-0.033927613852508344,2.04170370101164,0.6581102012235063,7.700038806877548,128.42858924585684,0.966628881364137,4,1,4.793185092587116e-5,6.014926873367172e-6,4.254490643703184e-5,5.475109848673841e-6,4.457909539873437e-5,5.529668108065427e-6,4.639459766490012e-5,5.8203866299637514e-6,-0.03401901327018537,0.018975832077825456,0.0016118124374725614,-0.9841047322573292,0.9679283559621248,0.9676570891884315,0.9300516157341393,0.919324245245546,0.8876124250413263,0.0025260480550991023,0.0024450335410533966,0.0037315604208980426,0.0036108708950169585
Pseudomonas,R5,100,99.01000000000002,1,0.02272200698265882,0.00175463182406578,1.0014656262946058,0.0014818128037584202,-0.05965731300312468,-0.060800162592866476,2.097517627065468,0.6408130906406642,7.877378911383399,112.94722596220174,0.9409406163252881,4,1,6.978012232284525e-5,7.92915310975695e-6,6.46651150542036e-5,6.6191511802946874e-6,6.827870169549522e-5,7.424162953912654e-6,6.584416391035897e-5,7.477616411898083e-6,-0.06101740026688583,0.02272395110045597,0.0017544366006594968,-0.9840451675598871,0.9435948479098941,0.9430536033787462,0.9784835483606127,0.9363122203778739,0.92669821865636,0.0030710369192343203,0.0028978146147305784,0.004518983983422663,0.004261644129177582
Serratia,R1,113,112.01000000000002,1,0.02082821024253651,0.00170691110656803,1.002512716937643,0.001487397803072047,-0.07655615457243313,-0.07728484845079436,2.1434694439403423,0.46739269184046206,9.697818111939927,131.92932582775316,0.9254832226150848,4,1,5.067031929612231e-5,6.376327936239611e-6,4.084846752451873e-5,5.152922797851366e-6,4.745174167706409e-5,5.929986069990742e-6,4.704690289747164e-5,5.917516319718702e-6,-0.07739284664163935,0.02082710956824978,0.0017070294731724384,-0.9845204292013949,0.9284903578863384,0.9280445389401522,0.9364800209714775,0.9300001708331056,0.8061616364759078,0.0024327735655673673,0.0022588067985500684,0.0037355946139808415,0.0034667981811991656
Serratia,R2,109,108.01000000000002,1,0.02748035206803947,7.793635592569263e-4,1.0007605092334608,0.0012278203900547508,-0.17305857234871502,-0.17886636576564452,2.2905637600053885,0.4790414609425774,9.56946432053802,156.48662837720488,0.8345927971108661,4,1,7.016350082320628e-5,4.075749544584914e-6,6.129453667230901e-5,3.43456216412685e-6,6.635411661182448e-5,3.777472314686712e-6,5.893214006577657e-5,3.4205798381191553e-6,-0.18022038839797627,0.027471910807209055,7.79815419642414e-4,-0.9876655788879767,0.8399258784744819,0.8392517255295472,0.945707039034719,0.9268165949268162,0.8735957578108203,0.0025532242326985572,0.0021445191065916705,0.005229587008752222,0.004388939920902206
Serratia,R3,112,111.01000000000002,1,0.025557680048971736,0.0013770802659286295,1.003262081707571,0.0013762694555589097,-0.14045134003327117,-0.1409645402839606,2.2658943737086714,0.28307393286161786,12.029696630982532,148.7575711415276,0.8676997492779412,4,1,4.480988783665708e-5,4.683486980450139e-6,4.6600059862647995e-5,4.9500895675010685e-6,4.626494181655249e-5,4.822060146275552e-6,3.910495612041618e-5,4.083096368239065e-6,-0.14105236901400472,0.025557741572804896,0.001377099208923844,-0.9870712194332137,0.8726858737732894,0.8718069219115522,1.0324717166264605,1.0295876056459314,1.0399503795349037,0.0017532846389341948,0.001530066737101574,0.003401026865555905,0.0029650387629987876
Serratia,R4,96,95.01000000000002,1,0.02752262081406668,0.0011740583615552501,1.0011778092513277,0.001298261424225583,-0.05706727656818146,-0.05746038226042685,2.1054904069967253,0.7605311984465566,6.6225701510315265,107.70496516683318,0.9440994708452572,3,1,8.260752900616293e-5,6.203240559812948e-6,7.882914174681813e-5,5.978291593682788e-6,7.483879654332611e-5,5.7401455255649195e-6,7.822001254517716e-5,5.870995610193521e-6,-0.057521993211715056,0.027521833997429974,0.0011741020164785228,-0.9859890190036287,0.9468872085417487,0.9464400991037102,0.9059561209940411,0.9253462718747131,0.9542609819613062,0.003001441234983793,0.0028420263125959024,0.005283587905796819,0.005000599461185505
Serratia,R5,105,104.01000000000002,1,0.028455162811649948,7.613613799133667e-4,1.001442578453421,0.0013074221928198433,0.16040508890230998,0.16127535747373153,1.6734084807293856,0.849262610068463,5.579580649666895,75.83566369378528,1.1766787312828564,4,2,8.43779177173991e-5,4.608977307062178e-6,7.548629436534616e-5,4.351611879036452e-6,7.72841805856928e-5,4.43625801545464e-6,9.833635227498612e-5,5.381413119753779e-6,0.16141105765222544,0.028452088638457926,7.614976206241754e-4,-0.9876264963486504,1.1654275779160255,1.1675937548028332,0.9159289856445043,0.9625254627869644,0.8946214413369027,0.002965293794869927,0.003455835165164679,0.006053600075678414,0.0070681456424360745
Yersinia,R1,100,99.01000000000002,1,0.04615722602419903,3.938695026567253e-4,1.002035507705755,0.0013355932972556835,-0.0874836831185371,-0.08772093586245079,2.1712432619390407,0.26503619872742135,12.306987943226044,119.23116276824362,0.9158094284033099,4,1,7.196001176405733e-5,2.120181313946203e-6,6.48958136258147e-5,2.0149517535920684e-6,6.148288093484488e-5,1.8742080377196047e-6,6.622090147066947e-5,1.949345845301832e-6,-0.08777344194656837,0.04615805990406089,3.9384901470542616e-4,-0.9930219541467161,0.9202458399783859,0.9194241230593613,0.8544034308448295,0.8839847919568828,0.9018316150168966,0.0015590194204116725,0.0014346811360793558,0.005382953743930855,0.004949217525482731
Yersinia,R2,119,118.01000000000002,1,0.0381862786006876,3.4727316928298985e-4,1.0007085882763294,0.001247992248193454,-0.054846174105981374,-0.05484637715692279,2.1069095333258345,0.16855281525022248,14.098346211489845,132.8109164985075,0.9465784082617364,4,1,5.1400273017111464e-5,1.5854949557890278e-6,4.539301290307617e-5,1.4187405223118493e-6,4.751150881564777e-5,1.4851948812268595e-6,4.8781928567760856e-5,1.5040601896632999e-6,-0.054849921235516956,0.03818612156830688,3.4727846139204677e-4,-0.9928622154029618,0.9490597170859589,0.948637637837705,0.9243435107792307,0.9367389507005693,0.8831278559155621,0.0013460403815360505,0.0012774727036868804,0.004565555579956198,0.0043310578607864015
Yersinia,R3,111,110.01000000000002,1,0.03873777039055091,4.6681106987881e-4,1.0015960130179675,0.0013190663346651411,0.0073603142300547484,0.007400686276217762,1.9554447251954485,0.14464056737639408,14.668059768811277,109.36911729791112,1.007428275156564,4,1,5.5929676524676075e-5,2.1373981373536883e-6,5.0908602857658835e-5,1.987246961307055e-6,5.6824826695904485e-5,2.237038659770929e-6,5.632342402956457e-5,2.152595566559819e-6,0.007410314929300561,0.03873774954253476,4.668111455444593e-4,-0.9922292281358197,1.0070400461678832,1.00711024723964,1.0160049230900428,1.046617670651012,0.9102252332033075,0.0014438021589987713,0.001453966592855412,0.004578722046819891,0.004611277892614371
Yersinia,R4,112,111.01000000000002,1,0.036733334945724186,5.230006158582802e-4,1.0001620342119366,0.0012570538594240935,-0.0981898778167285,-0.09840348269429489,2.182331315496435,0.7697128585251477,6.521506026764987,136.44816467281024,0.9059936673797073,4,1,5.204199930259703e-5,2.2276287172334863e-6,3.919503579151365e-5,1.6875432714285551e-6,4.375952246623461e-5,1.8913762695308633e-6,4.736546332183776e-5,2.025763422161111e-6,-0.09845307099108729,0.03673328200321765,5.229967821790027e-4,-0.9917108628585419,0.9101391944308739,0.9093810860352556,0.8408501412829252,0.8490536393693927,0.7531423910833057,0.001416751279988391,0.0012894408686775435,0.004259323315667217,0.003873348062576739
Yersinia,R5,111,110.01000000000002,1,0.03601391928722333,6.020573165550171e-4,1.0006216242567905,0.0014470724747141079,-0.052577135421156024,-0.05347309451408038,2.086690301554043,0.5502180737655604,8.810075902389633,123.54166882454504,0.9478830506606052,4,1,5.708601795866144e-5,2.7707875568025192e-6,3.984831634537387e-5,1.9375467081449694e-6,4.9690794917040436e-5,2.4147224454539617e-6,5.42463716669232e-5,2.6315475505015143e-6,-0.05363807862063825,0.03601500202034912,6.02013109533402e-4,-0.9913639253370982,0.9502567109551316,0.9497471374305985,0.8704547399509243,0.8714931751175267,0.6980398663334659,0.0015851098433186603,0.001506261266214594,0.004602198961150436,0.004370925289238701
